full_code|main_source|main_code|main_text|sub_source|sub_code|sub_text|sub_sub_source|sub_sub_code|sub_sub_text
A00-B99_B00-B09_B01|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B01|B01|Varicella [chickenpox]
A00-B99_B00-B09_B02|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B02|B02|Zoster [herpes zoster]
A00-B99_B00-B09_B03|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B03|B03|Smallpox
A00-B99_B00-B09_B04|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B04|B04|Monkeypox
A00-B99_B00-B09_B05|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B05|B05|Measles
A00-B99_B00-B09_B06|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B06|B06|Rubella [German measles]
A00-B99_B00-B09_B07|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B07|B07|Viral warts
A00-B99_B00-B09_B08|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B08|B08|Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified
A00-B99_B00-B09_B09|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09|B00-B09|Viral infections characterized by skin and mucous membrane lesions|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B00-B09/B09|B09|Unspecified viral infection characterized by skin and mucous membrane lesions
A00-B99_B10-B10_B10|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B10-B10|B10-B10|Other human herpesviruses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B10-B10/B10|B10|Other human herpesviruses
A00-B99_B15-B19_B15|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19|B15-B19|Viral hepatitis|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B15|B15|Acute hepatitis A
A00-B99_B15-B19_B16|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19|B15-B19|Viral hepatitis|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B16|B16|Acute hepatitis B
A00-B99_B15-B19_B17|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19|B15-B19|Viral hepatitis|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B17|B17|Other acute viral hepatitis
A00-B99_B15-B19_B18|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19|B15-B19|Viral hepatitis|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B18|B18|Chronic viral hepatitis
A00-B99_B15-B19_B19|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19|B15-B19|Viral hepatitis|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B15-B19/B19|B19|Unspecified viral hepatitis
A00-B99_B20-B20_B20|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B20-B20|B20-B20|Human immunodeficiency virus [HIV] disease|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B20-B20/B20|B20|Human immunodeficiency virus [HIV] disease
A00-B99_B25-B34_B25|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34|B25-B34|Other viral diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B25|B25|Cytomegaloviral disease
A00-B99_B25-B34_B26|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34|B25-B34|Other viral diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B26|B26|Mumps
A00-B99_B25-B34_B27|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34|B25-B34|Other viral diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B27|B27|Infectious mononucleosis
A00-B99_B25-B34_B30|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34|B25-B34|Other viral diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B30|B30|Viral conjunctivitis
A00-B99_B25-B34_B33|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34|B25-B34|Other viral diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B33|B33|Other viral diseases, not elsewhere classified
A00-B99_B25-B34_B34|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34|B25-B34|Other viral diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B25-B34/B34|B34|Viral infection of unspecified site
A00-B99_B35-B49_B35|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B35|B35|Dermatophytosis
A00-B99_B35-B49_B36|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B36|B36|Other superficial mycoses
A00-B99_B35-B49_B37|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B37|B37|Candidiasis
A00-B99_B35-B49_B38|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B38|B38|Coccidioidomycosis
A00-B99_B35-B49_B39|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B39|B39|Histoplasmosis
A00-B99_B35-B49_B40|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B40|B40|Blastomycosis
A00-B99_B35-B49_B41|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B41|B41|Paracoccidioidomycosis
A00-B99_B35-B49_B42|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B42|B42|Sporotrichosis
A00-B99_B35-B49_B43|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B43|B43|Chromomycosis and pheomycotic abscess
A00-B99_B35-B49_B44|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B44|B44|Aspergillosis
A00-B99_B35-B49_B45|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B45|B45|Cryptococcosis
A00-B99_B35-B49_B46|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B46|B46|Zygomycosis
A00-B99_B35-B49_B47|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B47|B47|Mycetoma
A00-B99_B35-B49_B48|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B48|B48|Other mycoses, not elsewhere classified
A00-B99_B35-B49_B49|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49|B35-B49|Mycoses|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B35-B49/B49|B49|Unspecified mycosis
A00-B99_B50-B64_B50|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B50|B50|Plasmodium falciparum malaria
A00-B99_B50-B64_B51|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B51|B51|Plasmodium vivax malaria
A00-B99_B50-B64_B52|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B52|B52|Plasmodium malariae malaria
A00-B99_B50-B64_B53|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B53|B53|Other specified malaria
A00-B99_B50-B64_B54|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B54|B54|Unspecified malaria
A00-B99_B50-B64_B55|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B55|B55|Leishmaniasis
A00-B99_B50-B64_B56|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B56|B56|African trypanosomiasis
A00-B99_B50-B64_B57|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B57|B57|Chagas' disease
A00-B99_B50-B64_B58|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B58|B58|Toxoplasmosis
A00-B99_B50-B64_B59|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B59|B59|Pneumocystosis
A00-B99_B50-B64_B60|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B60|B60|Other protozoal diseases, not elsewhere classified
A00-B99_B50-B64_B64|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64|B50-B64|Protozoal diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B50-B64/B64|B64|Unspecified protozoal disease
A00-B99_B65-B83_B65|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B65|B65|Schistosomiasis [bilharziasis]
A00-B99_B65-B83_B66|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B66|B66|Other fluke infections
A00-B99_B65-B83_B67|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B67|B67|Echinococcosis
A00-B99_B65-B83_B68|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B68|B68|Taeniasis
A00-B99_B65-B83_B69|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B69|B69|Cysticercosis
A00-B99_B65-B83_B70|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B70|B70|Diphyllobothriasis and sparganosis
A00-B99_B65-B83_B71|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B71|B71|Other cestode infections
A00-B99_B65-B83_B72|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B72|B72|Dracunculiasis
A00-B99_B65-B83_B73|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B73|B73|Onchocerciasis
A00-B99_B65-B83_B74|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B74|B74|Filariasis
A00-B99_B65-B83_B75|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B75|B75|Trichinellosis
A00-B99_B65-B83_B76|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B76|B76|Hookworm diseases
A00-B99_B65-B83_B77|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B77|B77|Ascariasis
A00-B99_B65-B83_B78|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B78|B78|Strongyloidiasis
A00-B99_B65-B83_B79|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B79|B79|Trichuriasis
A00-B99_B65-B83_B80|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B80|B80|Enterobiasis
A00-B99_B65-B83_B81|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B81|B81|Other intestinal helminthiases, not elsewhere classified
A00-B99_B65-B83_B82|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B82|B82|Unspecified intestinal parasitism
A00-B99_B65-B83_B83|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83|B65-B83|Helminthiases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B65-B83/B83|B83|Other helminthiases
A00-B99_B85-B89_B85|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89|B85-B89|Pediculosis, acariasis and other infestations|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B85|B85|Pediculosis and phthiriasis
A00-B99_B85-B89_B86|https://www.icd10data.com/A00-B99|A00-B99|Certain infectious and parasitic diseases|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89|B85-B89|Pediculosis, acariasis and other infestations|https://www.icd10data.com/ICD10CM/Codes/A00-B99/B85-B89/B86|B86|Scabies
